# t p0=0.20 p0=0.45 p0=0.66 p0=0.75 p0=0.85
9.250000 0.000002 0.000026 0.927510 0.997752 0.999500
9.260000 0.000002 0.000025 0.927882 0.997767 0.999503
9.270000 0.000002 0.000025 0.928254 0.997783 0.999507
9.280000 0.000002 0.000025 0.928624 0.997798 0.999510
9.290000 0.000002 0.000024 0.928992 0.997813 0.999514
9.300000 0.000002 0.000024 0.929360 0.997828 0.999517
9.310000 0.000002 0.000024 0.929726 0.997843 0.999520
9.320000 0.000002 0.000024 0.930091 0.997858 0.999524
9.330000 0.000002 0.000023 0.930454 0.997873 0.999527
9.340000 0.000002 0.000023 0.930817 0.997888 0.999530
9.350000 0.000002 0.000023 0.931178 0.997902 0.999534
9.360000 0.000002 0.000022 0.931537 0.997917 0.999537
9.370000 0.000002 0.000022 0.931896 0.997931 0.999540
9.380000 0.000002 0.000022 0.932253 0.997946 0.999543
9.390000 0.000002 0.000021 0.932609 0.997960 0.999546
9.400000 0.000002 0.000021 0.932964 0.997974 0.999550
9.410000 0.000002 0.000021 0.933317 0.997988 0.999553
9.420000 0.000002 0.000021 0.933669 0.998002 0.999556
9.430000 0.000002 0.000020 0.934020 0.998016 0.999559
9.440000 0.000002 0.000020 0.934369 0.998030 0.999562
9.450000 0.000002 0.000020 0.934717 0.998043 0.999565
9.460000 0.000002 0.000020 0.935064 0.998057 0.999568
9.470000 0.000002 0.000019 0.935409 0.998070 0.999571
9.480000 0.000002 0.000019 0.935754 0.998084 0.999574
9.490000 0.000002 0.000019 0.936097 0.998097 0.999577
9.500000 0.000002 0.000019 0.936438 0.998110 0.999580
9.510000 0.000002 0.000018 0.936779 0.998123 0.999583
9.520000 0.000002 0.000018 0.937118 0.998136 0.999586
9.530000 0.000002 0.000018 0.937455 0.998149 0.999589
9.540000 0.000002 0.000018 0.937792 0.998162 0.999592
9.550000 0.000002 0.000017 0.938127 0.998175 0.999594
9.560000 0.000002 0.000017 0.938461 0.998187 0.999597
9.570000 0.000001 0.000017 0.938793 0.998200 0.999600
9.580000 0.000001 0.000017 0.939125 0.998212 0.999603
9.590000 0.000001 0.000017 0.939455 0.998225 0.999606
9.600000 0.000001 0.000016 0.939783 0.998237 0.999608
9.610000 0.000001 0.000016 0.940110 0.998249 0.999611
9.620000 0.000001 0.000016 0.940436 0.998261 0.999614
9.630000 0.000001 0.000016 0.940761 0.998273 0.999616
9.640000 0.000001 0.000016 0.941085 0.998285 0.999619
9.650000 0.000001 0.000015 0.941407 0.998297 0.999622
9.660000 0.000001 0.000015 0.941728 0.998309 0.999624
9.670000 0.000001 0.000015 0.942047 0.998321 0.999627
9.680000 0.000001 0.000015 0.942365 0.998332 0.999630
9.690000 0.000001 0.000015 0.942682 0.998344 0.999632
9.700000 0.000001 0.000014 0.942998 0.998355 0.999635
9.710000 0.000001 0.000014 0.943312 0.998367 0.999637
9.720000 0.000001 0.000014 0.943625 0.998378 0.999640
9.730000 0.000001 0.000014 0.943937 0.998389 0.999642
9.740000 0.000001 0.000014 0.944248 0.998400 0.999645
9.750000 0.000001 0.000013 0.944557 0.998412 0.999647
9.760000 0.000001 0.000013 0.944865 0.998423 0.999650
9.770000 0.000001 0.000013 0.945171 0.998434 0.999652
9.780000 0.000001 0.000013 0.945476 0.998444 0.999655
9.790000 0.000001 0.000013 0.945780 0.998455 0.999657
9.800000 0.000001 0.000013 0.946083 0.998466 0.999659
9.810000 0.000001 0.000012 0.946385 0.998477 0.999662
9.820000 0.000001 0.000012 0.946685 0.998487 0.999664
9.830000 0.000001 0.000012 0.946984 0.998498 0.999667
9.840000 0.000001 0.000012 0.947281 0.998508 0.999669
9.850000 0.000001 0.000012 0.947577 0.998518 0.999671
9.860000 0.000001 0.000012 0.947872 0.998529 0.999673
9.870000 0.000001 0.000012 0.948166 0.998539 0.999676
9.880000 0.000001 0.000011 0.948459 0.998549 0.999678
9.890000 0.000001 0.000011 0.948750 0.998559 0.999680
9.900000 0.000001 0.000011 0.949040 0.998569 0.999682
9.910000 0.000001 0.000011 0.949328 0.998579 0.999685
9.920000 0.000001 0.000011 0.949616 0.998589 0.999687
9.930000 0.000001 0.000011 0.949902 0.998599 0.999689
9.940000 0.000001 0.000011 0.950186 0.998608 0.999691
9.950000 0.000001 0.000010 0.950470 0.998618 0.999693
9.960000 0.000001 0.000010 0.950752 0.998628 0.999696
9.970000 0.000001 0.000010 0.951033 0.998637 0.999698
9.980000 0.000001 0.000010 0.951313 0.998647 0.999700
9.990000 0.000001 0.000010 0.951591 0.998656 0.999702
10.000000 0.000001 0.000010 0.951869 0.998665 0.999704
10.010000 0.000001 0.000010 0.952145 0.998675 0.999706
10.020000 0.000001 0.000009 0.952419 0.998684 0.999708
10.030000 0.000001 0.000009 0.952693 0.998693 0.999710
10.040000 0.000001 0.000009 0.952965 0.998702 0.999712
10.050000 0.000001 0.000009 0.953236 0.998711 0.999714
10.060000 0.000001 0.000009 0.953506 0.998720 0.999716
10.070000 0.000001 0.000009 0.953774 0.998729 0.999718
10.080000 0.000001 0.000009 0.954042 0.998738 0.999720
10.090000 0.000001 0.000009 0.954308 0.998746 0.999722
10.100000 0.000001 0.000009 0.954572 0.998755 0.999724
10.110000 0.000001 0.000008 0.954836 0.998764 0.999726
10.120000 0.000001 0.000008 0.955098 0.998772 0.999728
10.130000 0.000001 0.000008 0.955359 0.998781 0.999730
10.140000 0.000001 0.000008 0.955619 0.998789 0.999732
10.150000 0.000001 0.000008 0.955878 0.998798 0.999733
10.160000 0.000001 0.000008 0.956135 0.998806 0.999735
10.170000 0.000001 0.000008 0.956391 0.998814 0.999737
10.180000 0.000001 0.000008 0.956646 0.998823 0.999739
10.190000 0.000001 0.000008 0.956900 0.998831 0.999741
10.200000 0.000001 0.000007 0.957152 0.998839 0.999743
10.210000 0.000001 0.000007 0.957404 0.998847 0.999744
10.220000 0.000001 0.000007 0.957654 0.998855 0.999746
10.230000 0.000001 0.000007 0.957903 0.998863 0.999748
10.240000 0.000001 0.000007 0.958151 0.998871 0.999750
10.250000 0.000001 0.000007 0.958397 0.998879 0.999751
10.260000 0.000001 0.000007 0.958642 0.998886 0.999753
10.270000 0.000001 0.000007 0.958887 0.998894 0.999755
10.280000 0.000001 0.000007 0.959130 0.998902 0.999757
10.290000 0.000001 0.000007 0.959371 0.998909 0.999758
10.300000 0.000001 0.000007 0.959612 0.998917 0.999760
10.310000 0.000001 0.000006 0.959851 0.998925 0.999762
10.320000 0.000001 0.000006 0.960090 0.998932 0.999763
10.330000 0.000001 0.000006 0.960327 0.998939 0.999765
10.340000 0.000001 0.000006 0.960562 0.998947 0.999767
10.350000 0.000001 0.000006 0.960797 0.998954 0.999768
10.360000 0.000001 0.000006 0.961031 0.998961 0.999770
10.370000 0.000001 0.000006 0.961263 0.998969 0.999771
10.380000 0.000001 0.000006 0.961494 0.998976 0.999773
10.390000 0.000001 0.000006 0.961724 0.998983 0.999775
10.400000 0.000001 0.000006 0.961953 0.998990 0.999776
10.410000 0.000001 0.000006 0.962181 0.998997 0.999778
10.420000 0.000000 0.000006 0.962408 0.999004 0.999779
10.430000 0.000000 0.000006 0.962633 0.999011 0.999781
10.440000 0.000000 0.000005 0.962858 0.999018 0.999782
10.450000 0.000000 0.000005 0.963081 0.999025 0.999784
10.460000 0.000000 0.000005 0.963303 0.999031 0.999785
10.470000 0.000000 0.000005 0.963524 0.999038 0.999787
10.480000 0.000000 0.000005 0.963744 0.999045 0.999788
10.490000 0.000000 0.000005 0.963962 0.999051 0.999790
10.500000 0.000000 0.000005 0.964180 0.999058 0.999791
10.510000 0.000000 0.000005 0.964396 0.999065 0.999793
10.520000 0.000000 0.000005 0.964612 0.999071 0.999794
10.530000 0.000000 0.000005 0.964826 0.999078 0.999796
10.540000 0.000000 0.000005 0.965039 0.999084 0.999797
10.550000 0.000000 0.000005 0.965251 0.999090 0.999798
10.560000 0.000000 0.000005 0.965462 0.999097 0.999800
10.570000 0.000000 0.000005 0.965672 0.999103 0.999801
10.580000 0.000000 0.000005 0.965881 0.999109 0.999803
10.590000 0.000000 0.000005 0.966088 0.999115 0.999804
10.600000 0.000000 0.000004 0.966295 0.999121 0.999805
10.610000 0.000000 0.000004 0.966500 0.999128 0.999807
10.620000 0.000000 0.000004 0.966705 0.999134 0.999808
10.630000 0.000000 0.000004 0.966908 0.999140 0.999809
10.640000 0.000000 0.000004 0.967110 0.999146 0.999811
10.650000 0.000000 0.000004 0.967311 0.999152 0.999812
10.660000 0.000000 0.000004 0.967512 0.999157 0.999813
10.670000 0.000000 0.000004 0.967711 0.999163 0.999815
10.680000 0.000000 0.000004 0.967909 0.999169 0.999816
10.690000 0.000000 0.000004 0.968106 0.999175 0.999817
10.700000 0.000000 0.000004 0.968302 0.999181 0.999819
10.710000 0.000000 0.000004 0.968496 0.999186 0.999820
10.720000 0.000000 0.000004 0.968690 0.999192 0.999821
10.730000 0.000000 0.000004 0.968883 0.999198 0.999822
10.740000 0.000000 0.000004 0.969075 0.999203 0.999824
10.750000 0.000000 0.000004 0.969266 0.999209 0.999825
10.760000 0.000000 0.000004 0.969455 0.999214 0.999826
10.770000 0.000000 0.000004 0.969644 0.999220 0.999827
10.780000 0.000000 0.000004 0.969832 0.999225 0.999828
10.790000 0.000000 0.000003 0.970018 0.999231 0.999830
10.800000 0.000000 0.000003 0.970204 0.999236 0.999831
10.810000 0.000000 0.000003 0.970389 0.999241 0.999832
10.820000 0.000000 0.000003 0.970572 0.999247 0.999833
10.830000 0.000000 0.000003 0.970755 0.999252 0.999834
10.840000 0.000000 0.000003 0.970936 0.999257 0.999835
10.850000 0.000000 0.000003 0.971117 0.999262 0.999837
10.860000 0.000000 0.000003 0.971297 0.999267 0.999838
10.870000 0.000000 0.000003 0.971475 0.999272 0.999839
10.880000 0.000000 0.000003 0.971653 0.999277 0.999840
10.890000 0.000000 0.000003 0.971830 0.999282 0.999841
10.900000 0.000000 0.000003 0.972005 0.999287 0.999842
10.910000 0.000000 0.000003 0.972180 0.999292 0.999843
10.920000 0.000000 0.000003 0.972354 0.999297 0.999844
10.930000 0.000000 0.000003 0.972527 0.999302 0.999845
10.940000 0.000000 0.000003 0.972699 0.999307 0.999847
10.950000 0.000000 0.000003 0.972870 0.999312 0.999848
10.960000 0.000000 0.000003 0.973040 0.999317 0.999849
10.970000 0.000000 0.000003 0.973209 0.999321 0.999850
10.980000 0.000000 0.000003 0.973377 0.999326 0.999851
10.990000 0.000000 0.000003 0.973544 0.999331 0.999852
11.000000 0.000000 0.000003 0.973710 0.999335 0.999853
11.010000 0.000000 0.000003 0.973875 0.999340 0.999854
11.020000 0.000000 0.000003 0.974040 0.999345 0.999855
11.030000 0.000000 0.000003 0.974203 0.999349 0.999856
11.040000 0.000000 0.000003 0.974366 0.999354 0.999857
11.050000 0.000000 0.000002 0.974527 0.999358 0.999858
11.060000 0.000000 0.000002 0.974688 0.999363 0.999859
11.070000 0.000000 0.000002 0.974848 0.999367 0.999860
11.080000 0.000000 0.000002 0.975006 0.999372 0.999861
11.090000 0.000000 0.000002 0.975164 0.999376 0.999862
11.100000 0.000000 0.000002 0.975321 0.999380 0.999863
11.110000 0.000000 0.000002 0.975478 0.999385 0.999864
11.120000 0.000000 0.000002 0.975633 0.999389 0.999865
11.130000 0.000000 0.000002 0.975787 0.999393 0.999866
11.140000 0.000000 0.000002 0.975941 0.999397 0.999867
11.150000 0.000000 0.000002 0.976093 0.999402 0.999868
11.160000 0.000000 0.000002 0.976245 0.999406 0.999868
11.170000 0.000000 0.000002 0.976396 0.999410 0.999869
11.180000 0.000000 0.000002 0.976546 0.999414 0.999870
11.190000 0.000000 0.000002 0.976695 0.999418 0.999871
11.200000 0.000000 0.000002 0.976843 0.999422 0.999872
11.210000 0.000000 0.000002 0.976991 0.999426 0.999873
11.220000 0.000000 0.000002 0.977137 0.999430 0.999874
11.230000 0.000000 0.000002 0.977283 0.999434 0.999875
11.240000 0.000000 0.000002 0.977428 0.999438 0.999876
11.250000 0.000000 0.000002 0.977572 0.999442 0.999876
11.260000 0.000000 0.000002 0.977715 0.999446 0.999877
11.270000 0.000000 0.000002 0.977858 0.999450 0.999878
11.280000 0.000000 0.000002 0.977999 0.999454 0.999879
11.290000 0.000000 0.000002 0.978140 0.999457 0.999880
11.300000 0.000000 0.000002 0.978280 0.999461 0.999881
11.310000 0.000000 0.000002 0.978419 0.999465 0.999882
11.320000 0.000000 0.000002 0.978557 0.999469 0.999882
11.330000 0.000000 0.000002 0.978695 0.999472 0.999883
11.340000 0.000000 0.000002 0.978832 0.999476 0.999884
11.350000 0.000000 0.000002 0.978967 0.999480 0.999885
11.360000 0.000000 0.000002 0.979102 0.999483 0.999886
11.370000 0.000000 0.000002 0.979237 0.999487 0.999886
11.380000 0.000000 0.000002 0.979370 0.999490 0.999887
11.390000 0.000000 0.000002 0.979503 0.999494 0.999888
11.400000 0.000000 0.000002 0.979635 0.999497 0.999889
11.410000 0.000000 0.000002 0.979766 0.999501 0.999890
11.420000 0.000000 0.000002 0.979896 0.999504 0.999890
11.430000 0.000000 0.000002 0.980026 0.999508 0.999891
11.440000 0.000000 0.000001 0.980155 0.999511 0.999892
11.450000 0.000000 0.000001 0.980283 0.999515 0.999893
11.460000 0.000000 0.000001 0.980410 0.999518 0.999893
11.470000 0.000000 0.000001 0.980537 0.999521 0.999894
11.480000 0.000000 0.000001 0.980662 0.999525 0.999895
11.490000 0.000000 0.000001 0.980787 0.999528 0.999896
11.500000 0.000000 0.000001 0.980912 0.999531 0.999896
11.510000 0.000000 0.000001 0.981035 0.999535 0.999897
11.520000 0.000000 0.000001 0.981158 0.999538 0.999898
11.530000 0.000000 0.000001 0.981280 0.999541 0.999898
11.540000 0.000000 0.000001 0.981402 0.999544 0.999899
11.550000 0.000000 0.000001 0.981522 0.999547 0.999900
11.560000 0.000000 0.000001 0.981642 0.999551 0.999901
11.570000 0.000000 0.000001 0.981761 0.999554 0.999901
11.580000 0.000000 0.000001 0.981880 0.999557 0.999902
11.590000 0.000000 0.000001 0.981997 0.999560 0.999903
11.600000 0.000000 0.000001 0.982114 0.999563 0.999903
11.610000 0.000000 0.000001 0.982231 0.999566 0.999904
11.620000 0.000000 0.000001 0.982346 0.999569 0.999905
11.630000 0.000000 0.000001 0.982461 0.999572 0.999905
11.640000 0.000000 0.000001 0.982576 0.999575 0.999906
11.650000 0.000000 0.000001 0.982689 0.999578 0.999907
11.660000 0.000000 0.000001 0.982802 0.999581 0.999907
11.670000 0.000000 0.000001 0.982914 0.999584 0.999908
11.680000 0.000000 0.000001 0.983026 0.999587 0.999909
11.690000 0.000000 0.000001 0.983136 0.999590 0.999909
11.700000 0.000000 0.000001 0.983246 0.999592 0.999910
11.710000 0.000000 0.000001 0.983356 0.999595 0.999910
11.720000 0.000000 0.000001 0.983465 0.999598 0.999911
11.730000 0.000000 0.000001 0.983573 0.999601 0.999912
11.740000 0.000000 0.000001 0.983680 0.999604 0.999912
11.750000 0.000000 0.000001 0.983787 0.999606 0.999913
11.760000 0.000000 0.000001 0.983893 0.999609 0.999914
11.770000 0.000000 0.000001 0.983999 0.999612 0.999914
11.780000 0.000000 0.000001 0.984104 0.999615 0.999915
11.790000 0.000000 0.000001 0.984208 0.999617 0.999915
11.800000 0.000000 0.000001 0.984311 0.999620 0.999916
11.810000 0.000000 0.000001 0.984414 0.999623 0.999917
11.820000 0.000000 0.000001 0.984517 0.999625 0.999917
11.830000 0.000000 0.000001 0.984618 0.999628 0.999918
11.840000 0.000000 0.000001 0.984719 0.999630 0.999918
11.850000 0.000000 0.000001 0.984820 0.999633 0.999919
11.860000 0.000000 0.000001 0.984920 0.999636 0.999919
11.870000 0.000000 0.000001 0.985019 0.999638 0.999920
11.880000 0.000000 0.000001 0.985117 0.999641 0.999921
11.890000 0.000000 0.000001 0.985215 0.999643 0.999921
11.900000 0.000000 0.000001 0.985313 0.999646 0.999922
11.910000 0.000000 0.000001 0.985409 0.999648 0.999922
11.920000 0.000000 0.000001 0.985506 0.999651 0.999923
11.930000 0.000000 0.000001 0.985601 0.999653 0.999923
11.940000 0.000000 0.000001 0.985696 0.999655 0.999924
11.950000 0.000000 0.000001 0.985790 0.999658 0.999924
11.960000 0.000000 0.000001 0.985884 0.999660 0.999925
11.970000 0.000000 0.000001 0.985977 0.999663 0.999925
11.980000 0.000000 0.000001 0.986070 0.999665 0.999926
11.990000 0.000000 0.000001 0.986162 0.999667 0.999926
12.000000 0.000000 0.000001 0.986254 0.999670 0.999927
12.010000 0.000000 0.000001 0.986344 0.999672 0.999927
12.020000 0.000000 0.000001 0.986435 0.999674 0.999928
12.030000 0.000000 0.000001 0.986524 0.999676 0.999928
12.040000 0.000000 0.000001 0.986614 0.999679 0.999929
12.050000 0.000000 0.000001 0.986702 0.999681 0.999929
12.060000 0.000000 0.000001 0.986790 0.999683 0.999930
12.070000 0.000000 0.000001 0.986878 0.999685 0.999930
12.080000 0.000000 0.000001 0.986965 0.999688 0.999931
12.090000 0.000000 0.000001 0.987051 0.999690 0.999931
12.100000 0.000000 0.000001 0.987137 0.999692 0.999932
12.110000 0.000000 0.000001 0.987223 0.999694 0.999932
12.120000 0.000000 0.000001 0.987307 0.999696 0.999933
12.130000 0.000000 0.000001 0.987392 0.999698 0.999933
12.140000 0.000000 0.000001 0.987475 0.999700 0.999934
12.150000 0.000000 0.000001 0.987559 0.999702 0.999934
12.160000 0.000000 0.000001 0.987641 0.999705 0.999935
12.170000 0.000000 0.000001 0.987723 0.999707 0.999935
12.180000 0.000000 0.000001 0.987805 0.999709 0.999936
12.190000 0.000000 0.000001 0.987886 0.999711 0.999936
12.200000 0.000000 0.000001 0.987967 0.999713 0.999936
12.210000 0.000000 0.000001 0.988047 0.999715 0.999937
12.220000 0.000000 0.000001 0.988127 0.999717 0.999937
12.230000 0.000000 0.000001 0.988206 0.999719 0.999938
12.240000 0.000000 0.000001 0.988284 0.999721 0.999938
12.250000 0.000000 0.000001 0.988362 0.999723 0.999939
12.260000 0.000000 0.000001 0.988440 0.999725 0.999939
12.270000 0.000000 0.000001 0.988517 0.999726 0.999940
12.280000 0.000000 0.000001 0.988594 0.999728 0.999940
12.290000 0.000000 0.000000 0.988670 0.999730 0.999940
12.300000 0.000000 0.000000 0.988745 0.999732 0.999941
12.310000 0.000000 0.000000 0.988820 0.999734 0.999941
12.320000 0.000000 0.000000 0.988895 0.999736 0.999942
12.330000 0.000000 0.000000 0.988969 0.999738 0.999942
12.340000 0.000000 0.000000 0.989043 0.999739 0.999942
12.350000 0.000000 0.000000 0.989116 0.999741 0.999943
12.360000 0.000000 0.000000 0.989189 0.999743 0.999943
12.370000 0.000000 0.000000 0.989261 0.999745 0.999944
12.380000 0.000000 0.000000 0.989333 0.999747 0.999944
12.390000 0.000000 0.000000 0.989405 0.999748 0.999944
12.400000 0.000000 0.000000 0.989476 0.999750 0.999945
12.410000 0.000000 0.000000 0.989546 0.999752 0.999945
12.420000 0.000000 0.000000 0.989616 0.999754 0.999946
12.430000 0.000000 0.000000 0.989686 0.999755 0.999946
12.440000 0.000000 0.000000 0.989755 0.999757 0.999946
12.450000 0.000000 0.000000 0.989823 0.999759 0.999947
12.460000 0.000000 0.000000 0.989892 0.999760 0.999947
12.470000 0.000000 0.000000 0.989959 0.999762 0.999947
12.480000 0.000000 0.000000 0.990027 0.999764 0.999948
12.490000 0.000000 0.000000 0.990094 0.999765 0.999948
12.500000 0.000000 0.000000 0.990160 0.999767 0.999948
12.510000 0.000000 0.000000 0.990226 0.999769 0.999949
12.520000 0.000000 0.000000 0.990292 0.999770 0.999949
12.530000 0.000000 0.000000 0.990357 0.999772 0.999950
12.540000 0.000000 0.000000 0.990422 0.999773 0.999950
12.550000 0.000000 0.000000 0.990486 0.999775 0.999950
12.560000 0.000000 0.000000 0.990550 0.999777 0.999951
12.570000 0.000000 0.000000 0.990614 0.999778 0.999951
12.580000 0.000000 0.000000 0.990677 0.999780 0.999951
12.590000 0.000000 0.000000 0.990740 0.999781 0.999952
12.600000 0.000000 0.000000 0.990802 0.999783 0.999952
12.610000 0.000000 0.000000 0.990864 0.999784 0.999952
12.620000 0.000000 0.000000 0.990926 0.999786 0.999953
12.630000 0.000000 0.000000 0.990987 0.999787 0.999953
12.640000 0.000000 0.000000 0.991047 0.999789 0.999953
12.650000 0.000000 0.000000 0.991108 0.999790 0.999954
12.660000 0.000000 0.000000 0.991168 0.999792 0.999954
12.670000 0.000000 0.000000 0.991227 0.999793 0.999954
12.680000 0.000000 0.000000 0.991286 0.999795 0.999955
12.690000 0.000000 0.000000 0.991345 0.999796 0.999955
12.700000 0.000000 0.000000 0.991403 0.999797 0.999955
12.710000 0.000000 0.000000 0.991461 0.999799 0.999956
12.720000 0.000000 0.000000 0.991519 0.999800 0.999956
12.730000 0.000000 0.000000 0.991576 0.999802 0.999956
12.740000 0.000000 0.000000 0.991633 0.999803 0.999956
12.750000 0.000000 0.000000 0.991690 0.999804 0.999957
12.760000 0.000000 0.000000 0.991746 0.999806 0.999957
12.770000 0.000000 0.000000 0.991802 0.999807 0.999957
12.780000 0.000000 0.000000 0.991857 0.999808 0.999958
12.790000 0.000000 0.000000 0.991912 0.999810 0.999958
12.800000 0.000000 0.000000 0.991967 0.999811 0.999958
12.810000 0.000000 0.000000 0.992021 0.999812 0.999959
12.820000 0.000000 0.000000 0.992075 0.999814 0.999959
12.830000 0.000000 0.000000 0.992129 0.999815 0.999959
12.840000 0.000000 0.000000 0.992182 0.999816 0.999959
12.850000 0.000000 0.000000 0.992235 0.999818 0.999960
12.860000 0.000000 0.000000 0.992287 0.999819 0.999960
12.870000 0.000000 0.000000 0.992340 0.999820 0.999960
12.880000 0.000000 0.000000 0.992391 0.999821 0.999961
12.890000 0.000000 0.000000 0.992443 0.999823 0.999961
12.900000 0.000000 0.000000 0.992494 0.999824 0.999961
12.910000 0.000000 0.000000 0.992545 0.999825 0.999961
12.920000 0.000000 0.000000 0.992596 0.999826 0.999962
12.930000 0.000000 0.000000 0.992646 0.999828 0.999962
12.940000 0.000000 0.000000 0.992696 0.999829 0.999962
12.950000 0.000000 0.000000 0.992745 0.999830 0.999962
12.960000 0.000000 0.000000 0.992794 0.999831 0.999963
12.970000 0.000000 0.000000 0.992843 0.999832 0.999963
12.980000 0.000000 0.000000 0.992892 0.999833 0.999963
12.990000 0.000000 0.000000 0.992940 0.999835 0.999963
13.000000 0.000000 0.000000 0.992988 0.999836 0.999964
13.010000 0.000000 0.000000 0.993036 0.999837 0.999964
13.020000 0.000000 0.000000 0.993083 0.999838 0.999964
13.030000 0.000000 0.000000 0.993130 0.999839 0.999964
13.040000 0.000000 0.000000 0.993177 0.999840 0.999965
13.050000 0.000000 0.000000 0.993223 0.999841 0.999965
13.060000 0.000000 0.000000 0.993269 0.999843 0.999965
13.070000 0.000000 0.000000 0.993315 0.999844 0.999965
13.080000 0.000000 0.000000 0.993360 0.999845 0.999966
13.090000 0.000000 0.000000 0.993405 0.999846 0.999966
13.100000 0.000000 0.000000 0.993450 0.999847 0.999966
13.110000 0.000000 0.000000 0.993495 0.999848 0.999966
13.120000 0.000000 0.000000 0.993539 0.999849 0.999967
13.130000 0.000000 0.000000 0.993583 0.999850 0.999967
13.140000 0.000000 0.000000 0.993627 0.999851 0.999967
13.150000 0.000000 0.000000 0.993670 0.999852 0.999967
13.160000 0.000000 0.000000 0.993713 0.999853 0.999968
13.170000 0.000000 0.000000 0.993756 0.999854 0.999968
13.180000 0.000000 0.000000 0.993798 0.999855 0.999968
13.190000 0.000000 0.000000 0.993841 0.999856 0.999968
13.200000 0.000000 0.000000 0.993883 0.999857 0.999968
13.210000 0.000000 0.000000 0.993924 0.999858 0.999969
13.220000 0.000000 0.000000 0.993966 0.999859 0.999969
13.230000 0.000000 0.000000 0.994007 0.999860 0.999969
13.240000 0.000000 0.000000 0.994048 0.999861 0.999969
13.250000 0.000000 0.000000 0.994088 0.999862 0.999970
13.260000 0.000000 0.000000 0.994128 0.999863 0.999970
13.270000 0.000000 0.000000 0.994169 0.999864 0.999970
13.280000 0.000000 0.000000 0.994208 0.999865 0.999970
13.290000 0.000000 0.000000 0.994248 0.999866 0.999970
13.300000 0.000000 0.000000 0.994287 0.999867 0.999971
13.310000 0.000000 0.000000 0.994326 0.999868 0.999971
13.320000 0.000000 0.000000 0.994365 0.999869 0.999971
13.330000 0.000000 0.000000 0.994403 0.999870 0.999971
13.340000 0.000000 0.000000 0.994441 0.999871 0.999971
13.350000 0.000000 0.000000 0.994479 0.999871 0.999972
13.360000 0.000000 0.000000 0.994517 0.999872 0.999972
13.370000 0.000000 0.000000 0.994555 0.999873 0.999972
13.380000 0.000000 0.000000 0.994592 0.999874 0.999972
13.390000 0.000000 0.000000 0.994629 0.999875 0.999972
13.400000 0.000000 0.000000 0.994665 0.999876 0.999973
13.410000 0.000000 0.000000 0.994702 0.999877 0.999973
13.420000 0.000000 0.000000 0.994738 0.999878 0.999973
13.430000 0.000000 0.000000 0.994774 0.999878 0.999973
13.440000 0.000000 0.000000 0.994810 0.999879 0.999973
13.450000 0.000000 0.000000 0.994845 0.999880 0.999974
13.460000 0.000000 0.000000 0.994880 0.999881 0.999974
13.470000 0.000000 0.000000 0.994915 0.999882 0.999974
13.480000 0.000000 0.000000 0.994950 0.999883 0.999974
13.490000 0.000000 0.000000 0.994985 0.999883 0.999974
13.500000 0.000000 0.000000 0.995019 0.999884 0.999974
13.510000 0.000000 0.000000 0.995053 0.999885 0.999975
13.520000 0.000000 0.000000 0.995087 0.999886 0.999975
13.530000 0.000000 0.000000 0.995121 0.999887 0.999975
13.540000 0.000000 0.000000 0.995154 0.999887 0.999975
13.550000 0.000000 0.000000 0.995187 0.999888 0.999975
13.560000 0.000000 0.000000 0.995220 0.999889 0.999975
13.570000 0.000000 0.000000 0.995253 0.999890 0.999976
13.580000 0.000000 0.000000 0.995285 0.999891 0.999976
13.590000 0.000000 0.000000 0.995318 0.999891 0.999976
13.600000 0.000000 0.000000 0.995350 0.999892 0.999976
13.610000 0.000000 0.000000 0.995382 0.999893 0.999976
13.620000 0.000000 0.000000 0.995413 0.999894 0.999976
13.630000 0.000000 0.000000 0.995445 0.999894 0.999977
13.640000 0.000000 0.000000 0.995476 0.999895 0.999977
13.650000 0.000000 0.000000 0.995507 0.999896 0.999977
13.660000 0.000000 0.000000 0.995538 0.999897 0.999977
13.670000 0.000000 0.000000 0.995568 0.999897 0.999977
13.680000 0.000000 0.000000 0.995599 0.999898 0.999977
13.690000 0.000000 0.000000 0.995629 0.999899 0.999978
13.700000 0.000000 0.000000 0.995659 0.999899 0.999978
13.710000 0.000000 0.000000 0.995689 0.999900 0.999978
13.720000 0.000000 0.000000 0.995718 0.999901 0.999978
13.730000 0.000000 0.000000 0.995748 0.999901 0.999978
13.740000 0.000000 0.000000 0.995777 0.999902 0.999978
13.750000 0.000000 0.000000 0.995806 0.999903 0.999979
13.760000 0.000000 0.000000 0.995835 0.999904 0.999979
13.770000 0.000000 0.000000 0.995863 0.999904 0.999979
13.780000 0.000000 0.000000 0.995892 0.999905 0.999979
13.790000 0.000000 0.000000 0.995920 0.999906 0.999979
13.800000 0.000000 0.000000 0.995948 0.999906 0.999979
13.810000 0.000000 0.000000 0.995976 0.999907 0.999979
13.820000 0.000000 0.000000 0.996003 0.999907 0.999980
13.830000 0.000000 0.000000 0.996031 0.999908 0.999980
13.840000 0.000000 0.000000 0.996058 0.999909 0.999980
13.850000 0.000000 0.000000 0.996085 0.999909 0.999980
13.860000 0.000000 0.000000 0.996112 0.999910 0.999980
13.870000 0.000000 0.000000 0.996139 0.999911 0.999980
13.880000 0.000000 0.000000 0.996165 0.999911 0.999980
13.890000 0.000000 0.000000 0.996192 0.999912 0.999981
